_key,geo_location,latitude,longitude,count
1d9a5370a355ab0c,"Chicago, IL",41.833584450000004,-87.732013,31
c47c0bc571bf5427,"Honolulu, HI",21.3199435,-157.799589,1
0116e3dc4e449b12,"North Liberty, IA",41.754823099999996,-91.6184715,8
20ba6fb3b1ee82da,"Orange, CA",33.810159,-117.824049,1
5a110d312052166f,"San Francisco, CA",37.7706565,-122.4359785,7
18810aa5b43e76c7,"Dallas, TX",32.819858499999995,-96.7617535,10
3b77caf94bfc81fe,"Los Angeles, CA",34.0207895,-118.4119065,112
85bd0e4c96465e77,"Lambertville, MI",41.7634285,-83.62070399999999,1
7eeed20da9c42064,"McKinney, TX",33.1946515,-96.699604,1
a592bd6ceb1319f7,"San Diego, CA",32.8100122,-117.10498915,16
011add077f4d2da3,"Brooklyn, NY",40.655138,-73.9487755,18
04b4aca917b0103d,"Independence, MO",39.0880045,-94.3783325,1
00c55f041e27dc51,"Staten Island, NY",40.572376000000006,-74.15394699999999,16
6565298bcadb82a1,"Knoxville, TN",35.9824705,-83.9638415,2
b49b3053b5c25bf5,"Denver, CO",39.713563,-104.92209349999999,6
002e24c6736f069d,"Bronx, NY",40.8503475,-73.8494415,18
512a8a4a4c4b4be0,"Charlotte, NC",35.209058999999996,-80.8467855,7
0190045b52aa925e,"Duxbury, MA",42.050155,-70.7102065,1
60edfde178b362ff,"Portsmouth, VA",36.841764,-76.355918,11
a8cce6f748edf3b0,"Lakemoor, IL",42.3464221,-88.20356605,1
4e1f10a172f7a2ab,"Parole, MD",38.99208125,-76.555727,4
2c53e6ad20b9887b,"Houlton, ME",46.125522000000004,-67.84127495,1
01966db443c4c238,"Ocala, FL",29.1202225,-82.16086565,3
f02a00a2aa11bfe3,"Shawnee, KS",39.00843145,-94.7901975,2
c0b8e8dc81930292,"Baltimore, MD",39.284712999999996,-76.62048175000001,17
00fd461f4df791dc,"Grovetown, GA",33.470772,-82.20743685,3
2feb76248fd9c581,"Fullerton, CA",33.8893475,-117.9248925,4
5358b6f78dd95ef6,"San Bruno, CA",37.6212989,-122.436779,1
1c69a67ad480e1b1,"Houston, TX",29.8384948,-95.44648649999999,10
01a9a39529b27f36,"Manhattan, NY",40.780709,-73.9685415,29
840f120ae56c1da7,"Napa, CA",38.2970715,-122.306264,1
ac88a4f17a51c7fc,"Portland, OR",45.536401749999996,-122.63090815,7
944c03c1d85ef480,"Fresno, CA",36.786041999999995,-119.7824645,5
300bcc6e23a88361,"Seattle, WA",47.614817200000005,-122.3306024,8
ce3b7b6f88f0b308,"Racine, WI",42.738642999999996,-87.82412550000001,8
5c2b5e46ab891f07,"Las Vegas, NV",36.232915,-115.223125,8
04cb31bae3b3af93,"Miami, FL",25.7823537,-80.2333285,11
21fafa3ac3a26744,"Twin Falls, ID",42.561255,-114.465155,2
c3f37afa9efcf94b,"Austin, TX",30.323345699999997,-97.75472415,20
59612bd882018c51,"Santa Monica, CA",34.02268805,-118.48041975000001,3
3df4f427b5a60fea,"San Antonio, TX",29.417501,-98.5406515,8
2e0bfdd398bf59b5,"Seven Trees, CA",37.282394100000005,-121.83026695000001,6
7948fec74f58e8cd,"Quincy, MA",42.25612405,-71.02134,3
7645bade208f5ea9,"Cuyahoga Falls, OH",41.165246499999995,-81.511516,2
e214bb64bf8aa04d,"Highland Park, IL",42.187782,-87.8056688,3
ec6dac47648ca27f,"Gainesville, GA",34.3006325,-83.8312993,1
2f97b9acb13ca665,"Costa Mesa, CA",33.6636085,-117.90564549999999,2
1661ada9b2b18024,"Wichita, KS",37.6838965,-97.34391495,1
1b355b18020eeaa2,"Grimes, IA",41.684013500000006,-93.785115,1
694adcf0dd2558cb,"Newark, CA",37.52905585,-122.03036505,1
e9143a85705b4d40,"Hoboken, NJ",40.746379700000006,-74.032258,2
6f83807d72cc0d6b,"Brownwood, TX",31.702738500000002,-98.976107,1
00a4bbcc0dcd7572,"College Station, TX",30.58547135,-96.29164850000001,1
7a41192a2879ee24,"Sugar Land, TX",29.6034639,-95.6316893,1
e4a0d228eb6be76b,"Philadelphia, PA",40.0048655,-75.117998,14
1f703799b3940c20,"Manassas, VA",38.7483575,-77.4870265,1
59bb4e6ce17a8b66,"Foster City, CA",37.554668,-122.26678725,1
03cc1ebe1b349ee3,"Gary, IN",41.585848999999996,-87.3277335,1
553011a282a18fb5,"University, FL",28.0768615,-82.43236095,1
22c7e8e90ce80ef3,"Wildwood, MO",38.596036,-90.6296215,1
18493e2aa88d7ae3,"Dana Point, CA",33.4696342,-117.68876935,2
497789c72fadba82,"Urbana, IL",40.1150851,-88.2003342,1
9b8a8b5437a94787,"Macedonia, OH",41.3135005,-81.49715,18
f6239157c15e0d1f,"Monroe, NC",35.0031835,-80.56269499999999,1
945d4c47ec5036f9,"South San Jose Hills, CA",34.0150055,-117.9016595,1
c89d7657f424bcc0,"Huntingdon, PA",40.497122,-78.00647649999999,2
4ba5405c68ac4670,"Enid, OK",36.39228,-97.90028000000001,1
00bb9ecb7b76e6d8,"Topanga, CA",34.108318499999996,-118.591093,5
01aae3d20f47c91f,"Gilbert, IA",42.093428,-93.64677950000001,1
013e3bc05a18abdc,"Noblesville, IN",40.050298,-86.01164915000001,2
0121b92345f0e2b4,"Miami Beach, FL",25.81696565,-80.1329624,7
3d533362cdab8107,"Irvine, CA",33.689732,-117.7823605,3
547fe91108bd744c,"San Juan, USA",18.3841655,-66.058368,1
22c613c36f32f0d1,"State College, PA",40.7835375,-77.8581095,1
39ad4ce00a983b1c,"Burlington, MA",42.505534499999996,-71.204591,16
55b4f9e5c516e0b6,"Orlando, FL",28.50167835,-81.36777265,3
4015afc69a8a8506,"Cranston, RI",41.768938,-71.46396775,1
7cbee617cc64f301,"Glenwood Springs, CO",39.5316015,-107.33789105,2
b82fa51f6957a1eb,"El Cajon, CA",32.7992539,-116.9523525,1
d7a415f64e104994,"Faribault, MN",44.296456199999994,-93.2764652,1
79e9c581a414e49e,"Ken Caryl, CO",39.580225,-105.1319435,1
01575afa542018aa,"Brook Highland, AL",33.4359565,-86.68754985,3
80eb17ffe368fc9a,"Huntington Beach, CA",33.69254185,-117.9987325,3
14b7e6a78837521a,"Rockwall, TX",32.920541,-96.4268065,2
c7713df0d15fdd4e,"Ellisville, MO",38.5881625,-90.5883815,2
a1839e9c3b5abff6,"Sunrise Manor, NV",36.184753900000004,-115.0611275,2
8fa6d7a33b83ef26,"Paradise, NV",36.0609645,-115.1351649,2
813a485b26b8dae2,"Albuquerque, NM",35.1170026,-106.6327181,1
918c943e88cc3e5d,"Schaumburg, IL",42.0323445,-88.09117950000001,2
dbd1411661903bb0,"Framingham, MA",42.305097,-71.43568164999999,1
4b25aded08900fd8,"Reno, NV",39.512436,-119.827182,9
575c6d4e1b73546d,"Calabasas, CA",34.13726,-118.662606,1
42835dec78de1327,"Brentwood, TN",35.9952715,-86.7779855,1
1193edda55d6fa3d,"West Covina, CA",34.0471795,-117.89666199999999,1
050c276f7bcbb37e,"Beavercreek, OH",39.727936,-84.047553,1
28ace6b8d6dbc3af,"Chula Vista, CA",32.633767,-117.02246315,2
01dbb65417ea1f56,"Oshtemo, MI",42.2844555,-85.7027245,1
ecbe2aea853af44e,"Tallahassee, FL",30.476215500000002,-84.266174,3
ec689e69912965d0,"Concord, NC",35.4019815,-80.6311314,2
97e1b68100f6629d,"Long Branch, NJ",40.2943565,-73.993546,1
42e46bc3663a4b5f,"Fort Worth, TX",32.7799665,-97.28591349999999,4
b046074b1030a44d,"Jersey City, NJ",40.7180015,-74.06666295,4
d1cd39353c51904d,"Boca Raton, FL",26.3739755,-80.13498615,1
0c2e6999105f8070,"Anaheim, CA",33.842863,-117.851089,15
000fc3e67b627897,"Beloit, WI",42.5530415,-89.01402680000001,1
9979d3480f2d1e45,"Palm Bay, FL",27.986947,-80.65181799999999,2
01df0964763e9f17,"Hoffman Estates, IL",42.072283999999996,-88.151832,1
5e6cc87c609e3a59,"Manchester, NH",42.971199049999996,-71.4440806,2
8173485c72e78ca5,"Atlanta, GA",33.7671944,-84.433106,3
008d3fb17b92f969,"Coventry, RI",41.68983695,-71.6017605,1
2687a8e28487bb51,"Zarzal, Puerto Rico",18.385125000000002,-65.78642400000001,1
2c1b499801cd0ef4,"Brockton, MA",42.0845665,-71.02677449999999,2
00c39537733fa112,"Queens, NY",40.670879549999995,-73.8311875,6
32208def49296b64,"Hoya Mala, USA",18.351007,-66.96552,1
0101d0b229668acc,"Oak Creek, AZ",34.776312,-111.7717585,3
a4d5a00cbd823818,"Greenwood Village, CO",39.62028215,-104.9238215,1
276336654aa4f87a,"Lafayette, LA",30.20607895,-92.0611765,2
5eb8435d7bc3faee,"Waimalu, HI",21.4040405,-157.93705749999998,2
dc96a032c98a1ea9,"Winter Garden, FL",28.546118999999997,-81.5903435,2
527a2780c9e9e6e6,"DeBary, FL",28.8908175,-81.30428599999999,2
2daa13876c1ef767,"Muskogee, OK",35.732579,-95.370419,5
f7eb2fa2fea288b1,"Lakewood, CO",39.685852,-105.12331950000001,2
f9b0cd2e1b5bb350,"Timberwood Park, TX",29.6898179,-98.4863935,1
d36c005b82579397,"Nichols Hills, OK",35.547542500000006,-97.54348999999999,1
015157c15e34a87a,"Lancaster, NY",42.910005,-78.6372695,1
0eb9676d24b211f1,"Cleveland, OH",41.495939500000006,-81.7054672,1
d07feb9e5b1ce37c,"Westminster, CA",33.747313500000004,-117.993728,7
b71fac2ee9792cbe,"Sacramento, CA",38.5617218,-121.469664,2
5c62ffb0f0f3479d,"Phoenix, AZ",33.5528626,-112.12467670000001,3
67b98f17fdcf20be,"Boston, MA",42.3136695,-71.0887125,2
4e284ea3fff91c09,"Troy, MI",42.57900275,-83.14804355,1
0ce4c27ce26030aa,"Newport Beach, CA",33.617638,-117.87403215,2
8e9665cec9370f0f,"Minneapolis, MN",44.9706105,-93.2620465,20
b0b79caecef59fb5,"Burbank, CA",34.1821598,-118.32514515,3
dd3b100831dd1763,"New Orleans, LA",29.982601,-90.011008,5
41f575b7eebcd4b7,"Utica, NY",43.119679500000004,-75.22698600000001,1
0029290613dee5f5,"Easley, SC",34.833736,-82.57000049999999,1
005e3661711a29a9,"Boynton Beach, FL",26.533485749999997,-80.11290349999999,1
00c44eeb126d2fcd,"Round Rock, TX",30.519340800000002,-97.672732,1
119a13e394cab98e,"Lake Mary, FL",28.7574866,-81.33229345000001,2
43aa6d32149a6772,"Elkhart, IN",41.679998499999996,-85.9586865,3
46501da38507dadc,"Marquette, MI",46.5496655,-87.4098795,1
7d62cffe6f98f349,"San Jose, CA",37.331159,-121.8737305,2
e057ac551ce5df02,"Yreka, CA",41.7220435,-122.6416415,2
4f3c95e0a936049b,"Dorado, Puerto Rico",18.4666885,-66.27416099999999,1
352cf4e7314da0b4,"Grapevine, TX",32.931833850000004,-97.079654,1
018244f41aa15ac3,"Port Orange, FL",29.0923355,-81.0232725,1
01d5798f59d51d79,"Anthem, AZ",33.834852,-112.0886265,1
005fd8d279073e1f,"Hutto, TX",30.53478095,-97.5516351,1
5c6bd208d7ddf9f6,"Cary, NC",35.75618835,-78.8370206,1
9a974dfc8efb32a0,"Kansas City, MO",39.1000485,-94.5592817,3
0e2242eb8691df96,"Henderson, NV",36.006256,-115.03833685000001,7
58bbeb0f59fec425,"Waller, WA",47.208566,-122.359329,1
6a0a3474d8c5113c,"El Paso, TX",31.79336815,-106.4174305,4
0190b0c83e80b99e,"Williams, AZ",35.250199499999994,-112.19599600000001,1
00a5cfeb77a0a6f1,"Fleming Island, FL",30.094155,-81.71881350000001,1
00c6858641196ed1,"Three Lakes, FL",25.64172315,-80.39791475,1
fd70c22040963ac7,"Boulder, CO",40.023981500000005,-105.24268645000001,1
253e07b9636d0061,"Hallandale Beach, FL",25.9851744,-80.16212825,1
66ec48e552bb105b,"Ripon, CA",37.7411406,-121.1205985,1
efc250826c29bfea,"Mauldin, SC",34.783738,-82.2945083,1
78454026903c03e4,"Bedford, TX",32.8449332,-97.13420865,2
0fa2e45c48f0ae2a,"Loveland, CO",40.40937375,-105.074908,3
c7ef5f3368b68777,"Baton Rouge, LA",30.45910005,-91.0907995,3
9c9fa69deb120a34,"Dunwoody, GA",33.9430725,-84.30648855,1
244a59e8daf055d4,"Corte Madera, CA",37.92419,-122.512638,2
468bfe7c705fbc37,"Stamford, CT",41.0983345,-73.554097,3
e229de11a7eb6823,"Marietta, GA",33.9481237,-84.53213255,1
4de231505cdae11f,"Hilton Head Island, SC",32.1898025,-80.748747,1
01c7560173aa82a9,"Gibsonia, PA",40.643659,-79.95855499999999,2
2bc7c264a080898b,"Hollywood, FL",26.03967995,-80.1783915,2
d254694c82a4473e,"Clearfield, UT",41.1004905,-112.01768849999999,1
65e3a577f1940550,"Englewood, NJ",40.8895505,-73.97187925,1
0018c0e453ad0c83,"Ellsworth, ME",44.5332468,-68.422218,1
b19a2cc5134b7e0a,"Mountain View, CA",37.396852949999996,-122.0814425,1
d6f55d4315c20a16,"Bryn Mawr, PA",40.0238885,-75.3146895,1
878041494911ce4f,"Lansdale, PA",40.2421595,-75.27882600000001,1
72efa03540804278,"Deerfield, IL",42.1640655,-87.84223700000001,1
393fe5a8ff4b5a27,"Turtle Creek, PA",40.409739,-79.82152365,2
59dab0b1b9779311,"Dearborn Heights, MI",42.312628000000004,-83.265121,1
b820f5ac98af3903,"Lodi, CA",38.119674,-121.278605,1
7a863bb88e5bb33c,"Anchorage, AK",61.2350425,-149.75879444999998,2
9ea56e2dd549b99e,"Port Charlotte, FL",26.992598,-82.116175,2
58fe996bbe3a4048,"Commerce City, CO",39.8533665,-104.8695335,1
9b46dccb3cfb880c,"Kendall, FL",25.6719858,-80.34711985,2
8a266a4cb64f3013,"Mendota Heights, MN",44.890493500000005,-93.15278,1
36ac79e68ace76e4,"Rancho Cucamonga, CA",34.12167,-117.56215255000001,3
a409256339a7c6a1,"Redwood City, CA",37.4972935,-122.2329345,1
6d032cd232fb02d5,"McAllen, TX",26.24069,-98.2456743,1
01bfc47375ff0fa8,"Richwood, NJ",39.711054000000004,-75.1839205,1
b186f530bda5c4b0,"Desoto, TX",32.60415285,-96.86379450000001,1
22d928cbeab790ad,"Allen, TX",33.112316250000006,-96.6727668,1
bcd6f5a92e969e33,"Covina, CA",34.087543,-117.8819695,1
5b30c2de42727ec7,"La Vergne, TN",36.0095335,-86.56101749999999,2
ff5e82bba182df0b,"Alpine, CA",32.8275566,-116.7639725,1
f9a4ed4d94a9b93f,"Waterbury, CT",41.5665785,-73.0221081,1
a16bfce733f4fef0,"West Rutland, VT",43.588052000000005,-73.04529235000001,1
0626de14ecbdb216,"El Campo, TX",29.2011546,-96.2770897,1
6c686af766d8429c,"Fort Lauderdale, FL",26.150368,-80.14917255,2
ef975175b1003544,"Overland Park, KS",38.931549000000004,-94.6750935,4
5280739904d0ef48,"The Woodlands, TX",30.181251500000002,-95.5398525,2
4db990e393c2e28b,"La Mirada, CA",33.900901000000005,-118.0071635,1
f995a9bd45d4a867,"Memphis, TN",35.13352055,-89.92202900000001,5
835f1b2948575c51,"Topeka, KS",39.037579,-95.6907325,1
545d3cbd259866ef,"Meadow Woods, FL",28.374332000000003,-81.34974,1
fbcefe96d630085b,"Inniswold, LA",30.3878805,-91.06645975,1
a025c59a557b2a58,"New Lenox, IL",41.510952450000005,-87.966117,1
4cb7f66ae6f6d487,"San Angelo, TX",31.440522700000002,-100.453089,1
75c9243440a46116,"Cheyenne, WY",41.1352835,-104.78709190000001,2
018929347840059e,"Indianapolis, IN",39.7795625,-86.1429225,3
f5d9845d07a82c46,"Murrells Inlet, SC",33.54781,-79.052199,1
2cb954ccdc0dba5f,"Dublin, OH",40.1252735,-83.13928100000001,1
f6ebc676e5cde864,"Santa Barbara, CA",34.429885,-119.70163600000001,1
5a16f6443a850916,"Vancouver, WA",45.630588599999996,-122.58897445,1
29e276ea0852211f,"Twin Lakes, CO",39.8231825,-105.00414599999999,2
48acdded0b77e66f,"Rolling Hills Estates, CA",33.776498000000004,-118.354656,1
364a45c10832ed51,"Levittown, NY",40.72178155,-73.51487,1
4b3758bc32868265,"Skokie, IL",42.034116499999996,-87.74470600000001,1
009d3c3d41dbb00e,"Enterprise, NV",36.01880475,-115.23443549999999,1
e7aa53e3e1531b99,"Gastonia, NC",35.239512,-81.1821175,2
609518f5a0992392,"Swampscott, MA",42.475527,-70.906327,1
cc1dc38105ac44d4,"Ballwin, MO",38.586211500000005,-90.5510645,1
0036534d6f287a14,"Blackwood, NJ",39.78953,-75.0286395,2
fa3435044b52ecc7,"Newark, NJ",40.734494,-74.184848,1
d6819fe60643ebc1,"Alexandria, VA",38.81738005,-77.0908695,1
4548df3d99bb4891,"Fayetteville, NC",35.054626999999996,-79.0021125,1
f77b0bf942a40070,"Denton, TX",33.2024957,-97.1147705,2
00e9fdb86937d914,"Williamstown, NJ",39.7109935,-74.98507584999999,1
6098c1080dfc7af3,"Winter Haven, FL",28.0173055,-81.69888625,1
029dd1f28dbd3d26,"Richmond, CA",37.948843,-122.3624139,1
1aa7803ca6707875,"Carol Stream, IL",41.9152898,-88.130387,1
35f9d631a3650f85,"Poinciana, FL",28.1402165,-81.4766765,1
b8e37f613fedf510,"Moline, IL",41.4872265,-90.485725,1
960993b9cfdffda9,"Bakersfield, CA",35.3469013,-119.02516299999999,1
7c09539af94ab80b,"Sayreville, NJ",40.475236249999995,-74.3220025,1
c386e8441572506e,"Mason, OH",39.34582985,-84.30276649999999,1
1c70a89b85693461,"Coralville, IA",41.6982765,-91.58519050000001,2
003253f0107acd32,"Dublin, CA",37.71553085,-121.9145287,1
eaaf978cf85d1347,"Bensenville, IL",41.96209295,-87.9416681,2
013379ee5729a5e6,"Tucson, AZ",32.1893905,-110.9155735,1
a57a33bc13511e99,"Panorama Village, TX",30.383871,-95.4809775,1
b004be67b9fd6d8f,"Norfolk, VA",36.895082,-76.255686,2
095534ad3107e0e6,"Louisville, KY",38.195555,-85.7223455,1
31bfc1f1d5544e1b,"Irondequoit, NY",43.211766999999995,-77.57245499999999,1
73d1c1c11b675932,"Chesapeake, VA",36.7632155,-76.2958955,2
3df0e3eb1e91170b,"Columbus, OH",39.9946835,-82.98577205000001,1
ce66852c89aa6582,"Reynoldsburg, OH",39.9748205,-82.764772,1
161d2f18e3a0445a,"Raleigh, NC",35.8439812,-78.657837,2
cdf74b55fc0d4600,"Arlington Heights, IL",42.095656,-87.9854762,1
fe699db4b6d1b7dd,"Clifton, CO",39.0803165,-108.462822,1
b077585758242faa,"Sandy Springs, GA",33.943456999999995,-84.3524446,1
31bb014b56203c53,"North Little Rock, AR",34.788087,-92.25714975,2
7ca9cc3e813b1534,"Park Ridge, IL",42.0158055,-87.843297,2
e589c1ec3b0b9d2e,"Humble, TX",29.9931835,-95.2595257,1
1dd250385f4e2efc,"Woodbourne-Hyde Park, OH",39.654313,-84.17612270000001,1
f227fd9a20f20e9d,"Gardena, CA",33.891035,-118.308566,1
fdddb6198f42cf7d,"Tamarac, FL",26.2047925,-80.23063465000001,3
3d15925dbe48f7e6,"White Marsh, MD",39.387716,-76.4449685,1
9b59ef9d7ba9ded7,"West Goshen, PA",39.9673238,-75.573863,1
8b14cd99b986ef15,"Coppell, TX",32.958255,-96.98278859999999,1
73c702136798426b,"Salem, VA",37.288444850000005,-80.06710555000001,1
298bb08a9d7e64d4,"Commack, NY",40.841982,-73.27997149999999,1
3d3c56338b6a3b4a,"Bayonne, NJ",40.6707835,-74.10636600000001,2
e4faa50d904ab815,"Union, NJ",40.6961765,-74.267242,1
5ca2cc5afa0894df,"Miramar, FL",25.976123899999997,-80.3070642,1
7e52c108a883343b,"Hunker, PA",40.20663845,-79.615951,1
ceaed3406b427e05,"Randallstown, MD",39.368037,-76.79489095,1
01fbe706f872cb32,"Washington, DC",38.89860285,-77.0143985,3
0077f3ae1b34401c,"Big Flats, NY",42.163699,-76.9132885,1
88b3192390b30209,"Oak Hill, WV",37.9863145,-81.1526883,1
49af5b43d4963f4c,"Monterey, CA",36.59629915,-121.87903315,1
011bc5e47625b12a,"Tanglewilde, WA",47.051444000000004,-122.78083050000001,1
26c92c90f3beb7ac,"Meridianville, AL",34.8558525,-86.5837712,1
a3d770a00f15bcb1,"Corpus Christi, TX",27.737151,-97.432425,1
3ad0f706b3fa62a8,"Palo Alto, CA",37.414371,-122.14403,1
01cbd58e76f11140,"Buenaventura Lakes, FL",28.3334469,-81.3515035,1
00ab941b685334e3,"Nashville, TN",36.20000805,-86.791549,4
0570f015c264cbd9,"St Louis, MO",38.6537712,-90.2478239,1
07dccb89e8f25a8f,"Downey, CA",33.9376735,-118.1304262,1
19e2bff2e89dc38e,"Murfreesboro, TN",35.84742,-86.40961,1
0529d30b096121d4,"Clinton, UT",41.1353175,-112.0648,2
6ba08e404aed471f,"Riverside, CA",33.935822,-117.397616,1
53874400b8ee6606,"Richgrove, CA",35.7979967,-119.10871549999999,1
001371f4585e4b70,"Angola, IN",41.6287,-85.0144725,1
7a3fb038dd5b70e7,"Marina, CA",36.6798675,-121.7796281,1
b29b5683c45df9d1,"Leon Valley, TX",29.496198999999997,-98.60931500000001,1
092d7c3d0cba2fc2,"Fairland, MD",39.076493,-76.95271249999999,1
003779400ddc8a06,"Northport, AL",33.270700000000005,-87.592685,2
319ee7b36c9149da,"Arlington, VA",38.8808445,-77.101999,2
be1ec4774a795507,"Leander, TX",30.56867875,-97.84673945,1
000e96b4e9f8503f,"Alameda, CA",37.758798,-122.2784865,1
0dd0c9c93b5519e1,"Richland, WA",46.25817755,-119.2796615,1
0058d4bc0d90a973,"Pewee Valley, KY",38.313243,-85.45756,1
75f5a403163f6f95,"Malden, MA",42.428694,-71.05485675,1
1c67f9d9cbae7f69,"Des Moines, IA",41.5764373,-93.6063695,1
adc95f2911133646,"Colorado Springs, CO",38.8885185,-104.789327,1
ebd427773b31cb21,"Pittsburg, CA",38.016752,-121.91034429999999,1
798522f39f66d411,"Missouri City, TX",29.574284499999997,-95.5089251,1
47275aa57a6ff215,"Lackawanna, NY",42.818917,-78.83290149999999,1
b2315840f73535b3,"Brewster Hill, NY",41.4275155,-73.60422550000001,6
d71f2a3485b7e0ba,"Pebble Creek, FL",28.156433,-82.3388425,1
01bf53405e9dcccc,"White Lake, MI",42.6555285,-83.5042015,1
b463d3bd6064861b,"Detroit, MI",42.3527865,-83.099288,2
1927193c57f35d51,"West Hollywood, CA",34.0870095,-118.36964515,1
ebbd168611073cb8,"Cliffside Park, NJ",40.820404499999995,-73.9874205,2
49f0a5eb038077e9,"Columbus, IN",39.2114315,-85.922362,1
4ebdbc556ccd2f12,"Deerfield Beach, FL",26.301198,-80.12235584999999,1
bc7f3267d2efaf40,"Richardson, TX",32.9644845,-96.69093699999999,1
a75bc1fb166cd594,"Culver City, CA",34.0060125,-118.4089901,1
b76db10a4d307c60,"Jupiter, FL",26.931496000000003,-80.11711665,1
ab2f2fac83aa388d,"Oakland, CA",37.7919941,-122.2286855,2
01c060cf466c6ce3,"Long Beach, CA",33.809171500000005,-118.1567104,2
0a0de7bd49ef942d,"Scottsdale, AZ",33.63933985,-111.85839849999999,1
9931fa8cb41efa4e,"Lakeland Village, CA",33.6476185,-117.35981005,1
4b58830723ec6371,"Santa Clara, CA",37.370990000000006,-121.967821,1
48112be8707b5ed3,"Columbus, NE",41.432621999999995,-97.34962300000001,1
92220986b9dfd67d,"Birmingham, AL",33.5422375,-86.793917,2
c84cc6061e2af8da,"Simi Valley, CA",34.2673105,-118.73139915,1
737fcb9daae404ac,"Boise, ID",43.598033,-116.238001,1
99e789320196ef6a,"Emeryville, CA",37.83855,-122.2956495,2
011aeb76023deccb,"Riverview, FL",27.827367000000002,-82.30672225,1
23ddee699e919f28,"Oro Valley, AZ",32.4176466,-110.97475299999999,1
390600307e9cd236,"Bowling Green, KY",36.965671,-86.4355085,1
1cfa9ac27a1e93bd,"Norwalk, CT",41.1562815,-73.4409395,1
d52c2a8e878b7cf7,"Hesperia, CA",34.418775499999995,-117.319094,1
0049088b1906e51b,"Ypsilanti, MI",42.245713050000006,-83.60180249999999,1
6a8466844e70003b,"Jamestown, NC",35.992680500000006,-79.93324195,1
00d889e2088c9eac,"Boulevard Park, WA",47.50634155,-122.31157759999999,1
c3a113bae16973a9,"Cooper City, FL",26.047138500000003,-80.30087750000001,5
6afb88feadd10a84,"Phoenixville, PA",40.138200499999996,-75.5234715,1
01e74c422dab6107,"Cinco Ranch, TX",29.721989100000002,-95.77871135000001,1
dc3747428fa88cab,"Spokane, WA",47.667438,-117.434547,1
4265ece9285a2872,"Palm Springs, CA",33.8250795,-116.51728940000001,1
b4a0e9082dcc8436,"Delray Beach, FL",26.4561475,-80.0931798,1
72b777b5054ca807,"Sans Souci, SC",34.9016485,-82.42124100000001,1
68108bea30da38c3,"Lompoc, CA",34.654424500000005,-120.4703395,1
a5c0eba140e25cbb,"Clayton, MO",38.645911,-90.32867475,1
045badf8fedd9c63,"North Miami Beach, FL",25.93564105,-80.1698023,1
545a2392307d8893,"Bend, OR",44.0599381,-121.311582,1
0106cfca3d97c3e8,"Frederick, CO",40.1167278,-104.94308000000001,1
ab2b3353d37b40e6,"El Dorado Hills, CA",38.6828575,-121.0695155,1
20dc6048f416c894,"Granger, IN",41.7348625,-86.1205405,1
b3eda928fff7bdff,"Aventura, FL",25.95611745,-80.137196,1
2b34df148a211c3e,"Hattiesburg, MS",31.310637,-89.338039,1
fee8047a46fbdfc8,"Vinings, GA",33.8614025,-84.47072904999999,1
9531d4e3bbafc09d,"Oklahoma City, OK",35.4828435,-97.552161,1
fe577a7e304136b4,"Edina, MN",44.89522205,-93.3606,1
363a256b7c2c3e3c,"Madras, OR",44.6272695,-121.129851,1
fa37e818b629e4ea,"Salinas, CA",36.68914925,-121.64126865,1
1c98b097b6fcb4d6,"Severn, MD",39.154153,-76.70463135,1
6bbfc293278cafd1,"Oswego, IL",41.690507999999994,-88.3361185,1
facb653464828079,"Peabody, MA",42.5325755,-70.973641,1
01371c6e3c8f050e,"Batesville, MS",34.3088885,-89.94995399999999,1
a6c257c61f294ec1,"Greensboro, NC",36.090396999999996,-79.85736349999999,1
dc62519fda13b4ec,"Tampa, FL",27.9965945,-82.44269374999999,1
0af0a491a5194920,"Coconut Creek, FL",26.27069245,-80.1778765,1
b49f565245b0c54d,"LaGrange, GA",33.039371,-85.058721,1
a2b439a23220cb96,"Mankato, MN",44.16514015,-93.9992844,1
a46c2b006eca091d,"Loogootee, IN",38.678731,-86.91576505,1
fab61fa558330e75,"Fort Salonga, NY",40.902699999999996,-73.293312,1
c1e5bddd6cb22b02,"Flourtown, PA",40.10317565,-75.2047511,1
d6bbfe2356aebaab,"Flower Mound, TX",33.030083000000005,-97.1031385,1
